학년도,모집시기,모집전형,모집단위,모집인원,경쟁률,학생부등급(70%),학생부등급(90%),예비순위
2024,수시,기회균형,(2025:AI인문대학)한국어문학과,2,9.5,,5.39,0
2024,수시,기회균형,(2025:AI인문대학)외국어계열,7,8.86,,5.54,12
2024,수시,기회균형,(2025:법과대학)법학과,3,11.33,,4.11,1
2024,수시,기회균형,(2025:법과대학)행정학과,2,10,,5.55,0
2024,수시,기회균형,(2025:법과대학)경찰행정학과,3,10.67,,3.52,1
2024,수시,기회균형,도시계획·조경학부,3,7.67,,4.52,5
2024,수시,기회균형,건축학부,3,13,,4.28,6
2024,수시,기회균형,화공생명배터리공학부,5,6.4,,3.89,2
2024,수시,기회균형,(2025:기계공학부)설비·소방공학과,2,13.5,,5.45,0
2024,수시,기회균형,(2025:기계공학부)기계공학전공,2,9.5,,4.19,4
2024,수시,기회균형,(2025:기계공학부)산업공학전공,2,7.5,,4.69,0
2024,수시,기회균형,스마트팩토리전공,2,7.5,,5.76,0
2024,수시,기회균형,신소재공학과,2,6.5,,5.12,4
2024,수시,기회균형,토목환경공학과,2,5.5,,6.75,2
2024,수시,기회균형,전기공학과,3,8.33,,4.55,1
2024,수시,기회균형,스마트시티학과,2,7,,7.06,1
2024,수시,기회균형,의공학과,2,6.5,,4.66,1
2024,수시,기회균형,식품생명공학과,2,10,,5.14,2
2024,수시,기회균형,식품영양학과,2,8.5,,5.33,3
2024,수시,기회균형,바이오나노학과,2,6.5,,4.61,0
2024,수시,기회균형,생명과학과,2,10.5,,3.16,0
2024,수시,기회균형,(2025:반도체물리학과)물리학과,2,4.5,,5.62,0
2024,수시,기회균형,화학과,2,6.5,,4.83,1
2024,수시,기회균형,"(2025:반도체대학,시스템반도체학과)반도체·전자공학부",5,7,,5.74,8
2024,수시,기회균형,소프트웨어전공,3,8,,4.49,1
2024,수시,기회균형,(2025:컴퓨터공학과)컴퓨터공학전공,5,9.2,,4.46,0
2024,수시,기회균형,(2025:스마트보안학과)스마트보안전공,2,8,,3.86,3
2024,수시,기회균형,(2025:인공지능학과)인공지능전공,3,6.33,,4.67,1
2024,수시,기회균형,간호학과,4,20.75,,4.17,1
2024,수시,학생부우수자,(2025:경영학과)경영학부,36,10.89,2.66,2.71,95
2024,수시,학생부우수자,(2025:회계세무학과)회계세무학전공,10,22.1,2.93,2.93,19
2024,수시,학생부우수자,(2025:금융·빅데이터학부)금융수학전공,6,9.17,2.88,2.97,15
2024,수시,학생부우수자,(2025:금융·빅데이터학부)빅데이터경영전공,7,13,3.1,3.17,12
2024,수시,학생부우수자,관광경영학과,6,15.83,2.69,2.78,12
2024,수시,학생부우수자,의료산업경영학과,6,15.83,2.63,2.84,15
2024,수시,학생부우수자,미디어커뮤니케이션학과,7,21.14,2.44,2.46,16
2024,수시,학생부우수자,경제학과,6,15,2.65,2.83,14
2024,수시,학생부우수자,응용통계학과,6,11.17,2.79,2.91,6
2024,수시,학생부우수자,사회복지학과,6,36.5,3,3.11,8
2024,수시,학생부우수자,유아교육학과,6,10.5,2.78,2.81,14
2024,수시,학생부우수자,심리학과,6,15,2.7,2.71,20
2024,수시,학생부우수자,패션산업학과,6,15,3,3.1,11
2024,수시,학생부우수자,(2025:AI인문대학)한국어문학과,6,13.67,2.88,2.97,8
2024,수시,학생부우수자,(2025:AI인문대학)외국어계열,25,15.2,2.89,3.05,64
2024,수시,학생부우수자,(2025:법과대학)법학과,9,12.11,2.73,2.82,17
2024,수시,학생부우수자,(2025:법과대학)행정학과,6,16,2.76,2.77,29
2024,수시,학생부우수자,(2025:법과대학)경찰행정학과,6,11.17,3.04,3.19,15
2024,수시,학생부우수자,도시계획·조경학부,10,14.1,2.76,2.94,12
2024,수시,학생부우수자,건축학부,14,13.86,2.77,2.79,26
2024,수시,학생부우수자,화공생명배터리공학부,25,10.64,2.66,2.86,63
2024,수시,학생부우수자,(2025:기계공학부)설비·소방공학과,8,16.38,2.88,3.13,2
2024,수시,학생부우수자,(2025:기계공학부)기계공학전공,12,45.25,2.89,3,39
2024,수시,학생부우수자,(2025:기계공학부)산업공학전공,7,14.86,2.64,2.71,18
2024,수시,학생부우수자,스마트팩토리전공,7,14,2.95,2.99,13
2024,수시,학생부우수자,신소재공학과,7,11.57,2.65,2.7,20
2024,수시,학생부우수자,토목환경공학과,7,19.86,3.02,3.04,11
2024,수시,학생부우수자,전기공학과,9,15,2.72,2.8,27
2024,수시,학생부우수자,스마트시티학과,6,14,2.71,2.8,6
2024,수시,학생부우수자,의공학과,6,12.83,2.46,2.55,2
2024,수시,학생부우수자,식품생명공학과,7,10,2.56,2.62,15
2024,수시,학생부우수자,식품영양학과,7,9.86,2.74,2.82,18
2024,수시,학생부우수자,바이오나노학과,7,7.57,2.38,2.61,8
2024,수시,학생부우수자,생명과학과,6,11.33,2.29,2.3,16
2024,수시,학생부우수자,(2025:반도체물리학과)물리학과,6,13.67,2.87,3.24,12
2024,수시,학생부우수자,화학과,6,9.33,3.22,3.5,15
2024,수시,학생부우수자,"(2025:반도체대학,시스템반도체학과)반도체·전자공학부",26,11.54,2.7,2.76,77
2024,수시,학생부우수자,클라우드공학과,7,27.86,2.06,2.33,10
2024,수시,학생부우수자,소프트웨어전공,13,9.15,2.67,2.84,42
2024,수시,학생부우수자,(2025:컴퓨터공학과)컴퓨터공학전공,18,11.94,2.53,2.58,41
2024,수시,학생부우수자,(2025:스마트보안학과)스마트보안전공,6,14,2.88,2.99,7
2024,수시,학생부우수자,(2025:인공지능학과)인공지능전공,16,10.5,2.83,2.86,44
2024,수시,학생부우수자,한의예과,5,39,1.12,1.13,0
2024,수시,학생부우수자,운동재활학과,5,16.8,2.75,2.86,7
2024,수시,학생부우수자,자유전공,7,16.43,2.5,2.51,13
2024,수시,학생부우수자,의예과,5,25.2,1,1,3
2024,수시,학생부우수자,약학과,3,36.33,1.2,1.21,5
2024,수시,학생부우수자,바이오로직스학과,20,9.15,2.41,2.64,30
2024,수시,학생부우수자,간호학과,42,7.38,1.9,2,84
2024,수시,학생부우수자,치위생학과,5,12.2,2.54,2.63,2
2024,수시,학생부우수자,방사선학과,5,20,2,2.03,2
2024,수시,학생부우수자,물리치료학과,5,12.4,1.79,2.01,3
2024,수시,지역균형,(2025:경영학과)경영학부,18,11.56,3.04,3.18,31
2024,수시,지역균형,(2025:회계세무학과)회계세무학전공,7,7.86,3.45,3.54,4
2024,수시,지역균형,(2025:금융·빅데이터학부)금융수학전공,6,9.83,3.19,3.63,1
2024,수시,지역균형,(2025:금융·빅데이터학부)빅데이터경영전공,6,9.33,3.33,3.75,2
2024,수시,지역균형,관광경영학과,6,10,3.37,3.78,4
2024,수시,지역균형,의료산업경영학과,6,11,3.07,3.22,3
2024,수시,지역균형,미디어커뮤니케이션학과,6,18.5,2.42,2.94,2
2024,수시,지역균형,경제학과,6,15.33,3.04,3.14,15
2024,수시,지역균형,응용통계학과,6,7,3.85,4.2,0
2024,수시,지역균형,사회복지학과,6,11.33,3.23,3.29,9
2024,수시,지역균형,유아교육학과,6,9.17,3.13,3.46,3
2024,수시,지역균형,심리학과,6,13.83,3.01,3.02,4
2024,수시,지역균형,패션산업학과,5,15.8,3.26,3.43,5
2024,수시,지역균형,(2025:AI인문대학)한국어문학과,6,9.83,3.38,3.4,7
2024,수시,지역균형,(2025:AI인문대학)외국어계열,24,17.46,3.27,3.37,35
2024,수시,지역균형,(2025:법과대학)법학과,9,12.67,3.13,3.27,6
2024,수시,지역균형,(2025:법과대학)행정학과,7,9.57,3.27,3.44,10
2024,수시,지역균형,(2025:법과대학)경찰행정학과,6,10.17,2.74,2.89,8
2024,수시,지역균형,도시계획·조경학부,7,17.29,3.44,3.63,4
2024,수시,지역균형,건축학부,10,18.3,3.42,3.45,9
2024,수시,지역균형,화공생명배터리공학부,15,11.93,3.08,3.26,13
2024,수시,지역균형,(2025:기계공학부)설비·소방공학과,6,21,3.51,3.52,1
2024,수시,지역균형,(2025:기계공학부)기계공학전공,8,12.63,3.18,3.19,8
2024,수시,지역균형,(2025:기계공학부)산업공학전공,5,14.4,3.07,3.25,6
2024,수시,지역균형,스마트팩토리전공,5,14.8,3.66,3.88,3
2024,수시,지역균형,신소재공학과,5,12.8,3.16,3.32,9
2024,수시,지역균형,토목환경공학과,5,12.8,3.4,3.44,2
2024,수시,지역균형,전기공학과,7,17.14,3.25,3.33,10
2024,수시,지역균형,스마트시티학과,5,17.4,3.54,3.86,1
2024,수시,지역균형,의공학과,5,8.8,3.03,3.1,1
2024,수시,지역균형,식품생명공학과,5,16.2,2.88,2.88,3
2024,수시,지역균형,식품영양학과,6,10.83,3.3,3.53,2
2024,수시,지역균형,바이오나노학과,6,11.83,2.81,3.08,7
2024,수시,지역균형,생명과학과,6,12.67,2.59,2.72,2
2024,수시,지역균형,(2025:반도체물리학과)물리학과,6,11.33,3.69,3.79,5
2024,수시,지역균형,화학과,6,8.83,3.33,3.44,2
2024,수시,지역균형,"(2025:반도체대학,시스템반도체학과)반도체·전자공학부",16,11.31,3.22,3.3,21
2024,수시,지역균형,소프트웨어전공,8,8.38,3.19,3.2,4
2024,수시,지역균형,(2025:컴퓨터공학과)컴퓨터공학전공,15,8.67,3.29,3.39,5
2024,수시,지역균형,(2025:스마트보안학과)스마트보안전공,6,10.5,3.34,3.75,4
2024,수시,지역균형,(2025:인공지능학과)인공지능전공,15,14.4,3.22,3.25,28
2024,수시,지역균형,운동재활학과,5,12.2,3.45,3.76,1
2024,수시,지역균형,자유전공,5,28.6,3.2,3.27,2
2024,수시,지역균형,간호학과,20,13.6,2.22,2.32,19
2024,수시,지역균형,치위생학과,5,7.8,3.25,3.3,1
2024,수시,지역균형,방사선학과,5,20.4,2.78,2.9,2
2024,수시,지역균형,물리치료학과,5,12.8,2.25,2.27,3
2024,수시,가천AI·SW,소프트웨어전공,20,15.55,3.64,4.06,13
2024,수시,가천AI·SW,(2025:인공지능학과)인공지능전공,30,17.97,3.71,3.88,25
2024,수시,농어촌(교과),(2025:경영학과)경영학부,2,29.5,,2.63,9
2024,수시,농어촌(교과),(2025:금융·빅데이터학부)빅데이터경영전공,3,10.33,,3.69,2
2024,수시,농어촌(교과),관광경영학과,2,14.5,,3.04,7
2024,수시,농어촌(교과),의료산업경영학과,2,9.5,,2.84,0
2024,수시,농어촌(교과),미디어커뮤니케이션학과,2,16,,2.31,2
2024,수시,농어촌(교과),경제학과,2,13,,2.42,1
2024,수시,농어촌(교과),응용통계학과,2,21.5,,2.61,3
2024,수시,농어촌(교과),사회복지학과,2,23.5,,2.63,3
2024,수시,농어촌(교과),심리학과,2,16.5,,3.14,10
2024,수시,농어촌(교과),패션산업학과,2,13,,3.95,5
2024,수시,농어촌(교과),(2025:AI인문대학)한국어문학과,2,12.5,,3.36,5
2024,수시,농어촌(교과),(2025:AI인문대학)외국어계열,6,17.5,,3.68,12
2024,수시,농어촌(교과),(2025:법과대학)법학과,3,14,,3.05,10
2024,수시,농어촌(교과),(2025:법과대학)행정학과,2,18,,2.76,2
2024,수시,농어촌(교과),(2025:법과대학)경찰행정학과,2,12.5,,3,4
2024,수시,농어촌(교과),건축학부,3,15.67,,2.88,4
2024,수시,농어촌(교과),화공생명배터리공학부,4,9,,2.65,4
2024,수시,농어촌(교과),(2025:기계공학부)설비·소방공학과,2,14,,3.63,1
2024,수시,농어촌(교과),(2025:기계공학부)기계공학전공,2,28.5,,2.9,1
2024,수시,농어촌(교과),(2025:기계공학부)산업공학전공,2,9.5,,2.84,0
2024,수시,농어촌(교과),신소재공학과,2,22,,2.9,5
2024,수시,농어촌(교과),전기공학과,2,27,,2.56,3
2024,수시,농어촌(교과),스마트시티학과,2,12.5,,2.68,1
2024,수시,농어촌(교과),의공학과,2,8.5,,2.72,1
2024,수시,농어촌(교과),식품생명공학과,2,17,,3,3
2024,수시,농어촌(교과),식품영양학과,2,15.5,,2.51,1
2024,수시,농어촌(교과),바이오나노학과,2,11,,2.84,6
2024,수시,농어촌(교과),생명과학과,2,11.5,,2.4,4
2024,수시,농어촌(교과),(2025:반도체물리학과)물리학과,2,25,,3.64,4
2024,수시,농어촌(교과),화학과,2,18.5,,2.38,1
2024,수시,농어촌(교과),"(2025:반도체대학,시스템반도체학과)반도체·전자공학부",5,14.6,,2.87,10
2024,수시,농어촌(교과),소프트웨어전공,2,10,,2.81,3
2024,수시,농어촌(교과),(2025:컴퓨터공학과)컴퓨터공학전공,2,21.5,,2.64,9
2024,수시,농어촌(교과),(2025:스마트보안학과)스마트보안전공,2,11,,3.43,0
2024,수시,농어촌(교과),(2025:인공지능학과)인공지능전공,2,10,,3.48,1
2024,수시,농어촌(교과),운동재활학과,2,28.5,,3.29,2
2024,수시,농어촌(교과),의예과,1,24,,1.27,1
2024,수시,농어촌(교과),한의예과,1,16,,1.24,0
2024,수시,농어촌(교과),약학과,1,22,,1.44,1
2024,수시,농어촌(교과),간호학과,3,11.33,,1.65,0
2024,수시,농어촌(교과),치위생학과,2,17,,2.53,1
2024,수시,농어촌(교과),방사선학과,2,23,,2.02,0
2024,수시,농어촌(교과),물리치료학과,2,21.5,,2.15,0
2024,수시,농어촌(종합),(2025:경영학과)경영학부,3,13.33,,3.93,2
2024,수시,농어촌(종합),(2025:금융·빅데이터학부)금융수학전공,2,2.5,,5.82,0
2024,수시,농어촌(종합),관광경영학과,1,19,,3.67,3
2024,수시,농어촌(종합),미디어커뮤니케이션학과,2,29.5,,4.33,1
2024,수시,농어촌(종합),경제학과,2,10,,4.26,0
2024,수시,농어촌(종합),응용통계학과,1,11,,3.3,0
2024,수시,농어촌(종합),사회복지학과,1,15,,3.98,0
2024,수시,농어촌(종합),심리학과,2,11,,3.64,2
2024,수시,농어촌(종합),패션산업학과,2,22,,4,2
2024,수시,농어촌(종합),(2025:AI인문대학)한국어문학과,1,5,,3.59,0
2024,수시,농어촌(종합),(2025:AI인문대학)외국어계열,4,15.5,,3.94,9
2024,수시,농어촌(종합),(2025:법과대학)법학과,2,11.5,,4.32,4
2024,수시,농어촌(종합),(2025:법과대학)행정학과,1,13,,3.37,1
2024,수시,농어촌(종합),(2025:법과대학)경찰행정학과,2,26,,4.08,2
2024,수시,농어촌(종합),도시계획·조경학부,2,10.5,,4.14,2
2024,수시,농어촌(종합),건축학부,2,23.5,,4.09,0
2024,수시,농어촌(종합),화공생명배터리공학부,3,11.33,,4.29,5
2024,수시,농어촌(종합),(2025:기계공학부)설비·소방공학과,1,19,,3.39,0
2024,수시,농어촌(종합),(2025:기계공학부)기계공학전공,2,12.5,,4.54,2
2024,수시,농어촌(종합),신소재공학과,2,9,,3.87,0
2024,수시,농어촌(종합),전기공학과,2,7.5,,4.23,0
2024,수시,농어촌(종합),의공학과,1,9,,3.56,0
2024,수시,농어촌(종합),식품영양학과,2,9,,4.09,0
2024,수시,농어촌(종합),생명과학과,1,21,,6.79,0
2024,수시,농어촌(종합),화학과,2,9.5,,4.85,0
2024,수시,농어촌(종합),"(2025:반도체대학,시스템반도체학과)반도체·전자공학부",3,8,,4.02,1
2024,수시,농어촌(종합),소프트웨어전공,1,11,,3.59,1
2024,수시,농어촌(종합),(2025:컴퓨터공학과)컴퓨터공학전공,2,15.5,,3.37,0
2024,수시,농어촌(종합),(2025:인공지능학과)인공지능전공,2,12,,3.51,0
2024,수시,농어촌(종합),바이오로직스학과,2,9.5,,3.18,2
2024,수시,농어촌(종합),간호학과,2,21.5,,2.82,1
2024,수시,농어촌(종합),치위생학과,1,15,,4.92,0
2024,수시,농어촌(종합),방사선학과,1,15,,4.67,0
2024,수시,농어촌(종합),물리치료학과,1,30,,6.05,1
2024,수시,특성화고교(종합),(2025:경영학과)경영학부,5,20.2,,2,3
2024,수시,특성화고교(종합),관광경영학과,2,12.5,,1.81,1
2024,수시,특성화고교(종합),의료산업경영학과,2,13.5,,2.6,0
2024,수시,특성화고교(종합),미디어커뮤니케이션학과,2,31,,2.57,3
2024,수시,특성화고교(종합),경제학과,2,11,,3.73,0
2024,수시,특성화고교(종합),사회복지학과,2,9,,2.83,0
2024,수시,특성화고교(종합),패션산업학과,3,18,,2.44,2
2024,수시,특성화고교(종합),행정학과,2,12,,2.66,1
2024,수시,특성화고교(종합),도시계획·조경학부,1,26,,1.25,1
2024,수시,특성화고교(종합),건축학부,3,18.33,,2.57,1
2024,수시,특성화고교(종합),화공생명배터리공학부,3,8.33,,2.19,3
2024,수시,특성화고교(종합),(2025:기계공학부)설비·소방공학과,2,8,,2.9,0
2024,수시,특성화고교(종합),(2025:기계공학부)기계공학전공,3,22.67,,3.5,4
2024,수시,특성화고교(종합),(2025:기계공학부)산업공학전공,2,9.5,,2.68,0
2024,수시,특성화고교(종합),신소재공학과,2,20.5,,1.57,0
2024,수시,특성화고교(종합),토목환경공학과,2,15.5,,2.69,3
2024,수시,특성화고교(종합),전기공학과,3,16.33,,2.18,1
2024,수시,특성화고교(종합),식품생명공학과,2,11,,2.3,2
2024,수시,특성화고교(종합),식품영양학과,2,14,,2.07,1
2024,수시,특성화고교(종합),"(2025:반도체대학,시스템반도체학과)반도체·전자공학부",4,14.25,,2.46,4
2024,수시,특성화고교(종합),(2025:컴퓨터공학과)컴퓨터공학전공,5,15.2,,2.76,3
2024,수시,특성화고교(종합),간호학과,2,23.5,,1.88,0
